Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker
2026-03-09 00:00:00-04:00,255.69000244140625,261.1499938964844,253.67999267578125,259.8800048828125,38218500,0.0,0.0,AAPL
2026-03-10 00:00:00-04:00,257.6499938964844,262.4800109863281,256.95001220703125,260.8299865722656,30590800,0.0,0.0,AAPL
2026-03-11 00:00:00-04:00,261.0899963378906,262.1300048828125,259.54998779296875,260.80999755859375,26218900,0.0,0.0,AAPL
2026-03-12 00:00:00-04:00,258.6600036621094,258.95001220703125,254.17999267578125,255.75999450683594,40794000,0.0,0.0,AAPL
2026-03-13 00:00:00-04:00,255.39999389648438,256.3299865722656,249.52000427246094,250.1199951171875,34193754,0.0,0.0,AAPL
2026-03-09 00:00:00-04:00,634.780029296875,647.75,626.780029296875,647.3900146484375,13489700,0.0,0.0,META
2026-03-10 00:00:00-04:00,653.5599975585938,660.2999877929688,649.0,654.0700073242188,9859300,0.0,0.0,META
2026-03-11 00:00:00-04:00,654.760009765625,659.1199951171875,648.3599853515625,654.8599853515625,8977200,0.0,0.0,META
2026-03-12 00:00:00-04:00,648.75,653.5,636.9000244140625,638.1799926757812,11617500,0.0,0.0,META
2026-03-13 00:00:00-04:00,623.27001953125,629.169921875,609.5499877929688,613.7100219726562,18758294,0.0,0.0,META
2026-03-09 00:00:00-04:00,210.4499969482422,213.82000732421875,207.11000061035156,213.49000549316406,54642900,0.0,0.0,AMZN
2026-03-10 00:00:00-04:00,214.19000244140625,215.64999389648438,212.42999267578125,214.3300018310547,35678800,0.0,0.0,AMZN
2026-03-11 00:00:00-04:00,215.7100067138672,217.0,211.35000610351562,212.64999389648438,34199300,0.0,0.0,AMZN
2026-03-12 00:00:00-04:00,210.38999938964844,211.7100067138672,208.14999389648438,209.52999877929688,44349500,0.0,0.0,AMZN
2026-03-13 00:00:00-04:00,209.39999389648438,210.55999755859375,206.22000122070312,207.6699981689453,34201623,0.0,0.0,AMZN
2026-03-09 00:00:00-04:00,97.69999694824219,98.94000244140625,96.58000183105469,98.31999969482422,48589000,0.0,0.0,NFLX
2026-03-10 00:00:00-04:00,97.80999755859375,98.48999786376953,96.29000091552734,96.94000244140625,41027200,0.0,0.0,NFLX
2026-03-11 00:00:00-04:00,97.41000366210938,98.0,94.69000244140625,94.88999938964844,33962900,0.0,0.0,NFLX
2026-03-12 00:00:00-04:00,94.86000061035156,95.4000015258789,93.87000274658203,94.30999755859375,34206900,0.0,0.0,NFLX
2026-03-13 00:00:00-04:00,94.55000305175781,95.67970275878906,94.23999786376953,95.30999755859375,29808277,0.0,0.0,NFLX
2026-03-09 00:00:00-04:00,294.135009765625,306.5,293.92999267578125,306.010009765625,19632700,0.21,0.0,GOOG
2026-03-10 00:00:00-04:00,305.875,309.1499938964844,305.30999755859375,306.92999267578125,14386400,0.0,0.0,GOOG
2026-03-11 00:00:00-04:00,306.29998779296875,311.0690002441406,305.8399963378906,308.4200134277344,13376700,0.0,0.0,GOOG
2026-03-12 00:00:00-04:00,306.2099914550781,308.6400146484375,300.8399963378906,303.2099914550781,15610200,0.0,0.0,GOOG
2026-03-13 00:00:00-04:00,307.0,307.239990234375,299.78009033203125,301.4599914550781,16811259,0.0,0.0,GOOG
