Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker
2026-06-01 00:00:00-04:00,309.6300048828125,310.94000244140625,305.0199890136719,306.30999755859375,48849900,0.0,0.0,AAPL
2026-06-02 00:00:00-04:00,307.4599914550781,315.45001220703125,306.69000244140625,315.20001220703125,44534700,0.0,0.0,AAPL
2026-06-03 00:00:00-04:00,314.17999267578125,316.94000244140625,308.8500061035156,310.260009765625,50836700,0.0,0.0,AAPL
2026-06-04 00:00:00-04:00,313.2300109863281,313.5400085449219,309.6499938964844,311.2300109863281,44869100,0.0,0.0,AAPL
2026-06-05 00:00:00-04:00,312.8599853515625,315.1700134277344,307.1499938964844,307.3399963378906,65246700,0.0,0.0,AAPL
2026-06-01 00:00:00-04:00,630.4000244140625,635.75,599.530029296875,600.469970703125,29138800,0.0,0.0,META
2026-06-02 00:00:00-04:00,603.239990234375,608.8800048828125,596.6799926757812,597.6300048828125,18252000,0.0,0.0,META
2026-06-03 00:00:00-04:00,603.0,624.1500244140625,600.27001953125,622.97998046875,23020100,0.0,0.0,META
2026-06-04 00:00:00-04:00,623.6699829101562,642.4000244140625,622.4299926757812,627.5700073242188,21469200,0.0,0.0,META
2026-06-05 00:00:00-04:00,623.4600219726562,629.1500244140625,582.9099731445312,593.0,30000600,0.0,0.0,META
2026-06-01 00:00:00-04:00,266.2900085449219,266.6300048828125,260.70001220703125,261.260009765625,53604400,0.0,0.0,AMZN
2026-06-02 00:00:00-04:00,257.1600036621094,261.20001220703125,254.3699951171875,256.5199890136719,41811000,0.0,0.0,AMZN
2026-06-03 00:00:00-04:00,254.6999969482422,257.0899963378906,247.7100067138672,250.02000427246094,51394200,0.0,0.0,AMZN
2026-06-04 00:00:00-04:00,253.1199951171875,255.8300018310547,251.75,253.7899932861328,35609800,0.0,0.0,AMZN
2026-06-05 00:00:00-04:00,254.25999450683594,256.3800048828125,245.77999877929688,246.02999877929688,55498100,0.0,0.0,AMZN
2026-06-01 00:00:00-04:00,85.7300033569336,87.2300033569336,85.31999969482422,85.8499984741211,32747200,0.0,0.0,NFLX
2026-06-02 00:00:00-04:00,85.61000061035156,85.9800033569336,83.29000091552734,83.33000183105469,42947200,0.0,0.0,NFLX
2026-06-03 00:00:00-04:00,82.91000366210938,83.30999755859375,81.0999984741211,81.5199966430664,36714700,0.0,0.0,NFLX
2026-06-04 00:00:00-04:00,83.19000244140625,83.69999694824219,81.37000274658203,81.55999755859375,39338800,0.0,0.0,NFLX
2026-06-05 00:00:00-04:00,82.33000183105469,82.75,81.0,82.18000030517578,43391400,0.0,0.0,NFLX
2026-06-01 00:00:00-04:00,372.57501220703125,374.6000061035156,369.7099914550781,372.5799865722656,19091900,0.0,0.0,GOOG
2026-06-02 00:00:00-04:00,363.1600036621094,369.7900085449219,355.0,358.3900146484375,34648600,0.0,0.0,GOOG
2026-06-03 00:00:00-04:00,358.3349914550781,362.5,354.3800048828125,355.67999267578125,43031000,0.0,0.0,GOOG
2026-06-04 00:00:00-04:00,355.44000244140625,369.8599853515625,354.79998779296875,369.2699890136719,37746200,0.0,0.0,GOOG
2026-06-05 00:00:00-04:00,363.3800048828125,369.20001220703125,361.6300048828125,365.760009765625,23325000,0.0,0.0,GOOG
